"V1","V2","V3","V4"
0.272249518141127,0.662261791993038,0.565310165026345,0.772081796287795
0.627992516209475,0.614424888026057,0.6356874391071,0.498992135773963
0.512331378775399,0.223953972962319,0.76126313453371,0.160602940832128
0.386089501298642,0.203186895412596,0.718520244332545,0.143986969385131
0.653836685064721,0.551509236293827,0.848876602083056,0.832503968628781
0.83201205871266,0.432600525857627,0.0942837681716829,0.672088671222898
0.600025246966456,0.299509610486682,0.720032571357855,0.533365270772478
0.587282613237571,0.338377788717062,0.295174608329851,0.719214589497222
0.477291043348735,0.810133407990855,0.467675756867173,0.364531209068953
0.558932077255536,0.703937690562811,0.52814378370389,0.645036924464554
0.800518448396548,0.809244972328412,0.700021827394268,0.743188001213852
0.159951354428167,0.355313121221291,0.493432379724443,0.12663222298713
0.702693448020201,0.0382511330736418,0.403483078732267,0.72809304189015
0.313895868340121,0.463947308066078,0.540348837627694,0.384579851737388
0.100515707113609,0.634069586944877,0.671319217671267,0.63585058353304
0.207572511780328,0.325326537070312,0.088196626332332,0.299135671269665
0.346911205716322,0.425395986040208,0.535089739353551,0.704664255715945
0.237878674771349,0.779101112329641,0.918066225121211,0.691952304415423
0.685300203858046,0.378227525512065,0.640984509146022,0.155427818062945
0.491447634808977,0.23444296849755,0.426088925627176,0.410779666440136
0.166377860241708,0.901315043588059,0.513807491201898,0.257207519078898
0.948917984174318,0.0924316342281597,0.699129594904127,0.335978159136944
0.25697835631005,0.282462098415037,0.887637078612696,0.550513487359696
0.643144414125485,0.219201138858645,0.196255247644403,0.351609856922843
0.617797094823745,0.590168923639026,0.83577307146294,0.344534461943705
0.999586190677697,0.109108580994556,0.484553737451131,0.478569659367783
0.222867732885407,0.695227243822829,0.1373796739045,0.609384656772485
0.775388712599141,0.864737679566126,0.388947162246567,0.486149291097897
0.217798579589488,0.0592138043596575,0.478948635068097,0.440742327127234
0.892247185105787,0.751158375137239,0.277042302828003,0.100987907688945
0.292820350641066,0.724888071372807,0.459766376994412,0.847395058085251
0.365074344693093,0.742871505421883,0.629352480083545,0.0576987990903087
0.420252892119484,0.489535781402011,0.320832449796877,0.584165670035048
0.787824224337805,0.410090727382077,0.379036380466904,0.821126831966541
0.178001136901843,0.973919110297033,0.787787333070246,0.810402064817871
0.399923816850445,0.587288653472448,0.759106958556047,0.467860915906511
0.379041999348145,0.340249301123399,0.824571587736926,0.945428690009091
0.928722063753332,0.476286224626828,0.000917570644722947,0.249996500736864
0.532079078364756,0.651144297103866,0.040374396920175,0.737860885079732
0.136656409498428,0.453501122260521,0.809772984937946,0.196087065310243
0.00468696769673593,0.153505703888178,0.341883255003886,0.868338279108136
0.679025929162137,0.946986863183153,0.210357612523805,0.787059379333712
0.547126080478128,0.88671436183308,0.689936941719354,0.503242370384842
0.128068218740679,0.560210759896747,0.122362818008164,0.80463209939503
0.732488645868757,0.517746576534418,0.180569318593111,0.317658919059451
0.181569755430452,0.305171066158354,0.438702022463554,0.08294932889367
0.728731151788048,0.820369335556594,0.233259543128774,0.926144158618521
0.415956217813979,0.0174170135224096,0.142087562511259,0.85411788402277
0.759846981025341,0.502058497934641,0.861407074435305,0.978651379749525
0.906051647597631,0.713144592932443,0.0517023759321529,0.666525653199604
0.333086646968038,0.171065506344108,0.2013086307473,0.0750900037164615
0.111267881869273,0.536470343383455,0.397541592651664,0.0327466462671995
0.30319121809997,0.140959985852166,0.790063766830895,0.615692302138544
0.975568758116174,0.967769538763925,0.572690279141436,0.577192781713349
0.197523182962281,0.523694739089931,0.658682804949587,0.955161418126331
0.565020187276927,0.578511056942004,0.226016761444389,0.764133771529846
0.747283515118754,0.124220986531108,0.943495523018546,0.11437342762241
0.480424829881723,0.857328691341534,0.967114268839305,0.265768768386893
0.822372378293298,0.113874572072157,0.364477777781751,0.622638812234829
0.463921037722746,0.999636301043059,0.245051225677751,0.215587412349922
0.761848725982601,0.737066669387246,0.742118156915665,0.237047359339392
0.269708724911188,0.670343568674629,0.251313779680819,0.206836897726654
0.694361826332114,0.315553652680283,0.552072936406166,0.139954258548209
0.636546422238847,0.266858663628018,0.60794138594107,0.512611905556004
0.0344566526699308,0.622828459413331,0.448098573536729,0.407543220564022
0.434991863264774,0.938356761885389,0.285817096775853,0.525526606594104
0.914309698931504,0.547325453596119,0.773207719751449,0.277008618523318
0.577837088119731,0.683684516836977,0.590919093925313,0.686231915523819
0.592772603318259,0.442580059523846,0.164588812797906,0.0244481818040884
0.986742101144594,0.255887784246509,0.338787967513291,0.189314922764316
0.0957542568298256,0.493344720808254,0.906150966498396,0.754354719530275
0.0496398692962464,0.839742455130078,0.853737529562182,0.375123973664778
0.323674591492004,0.187926169295945,0.0665586881163081,0.888379222199525
0.0174374645242916,0.607997755604687,0.0711014682774212,0.45733603607302
0.240873011071604,0.194836085679919,0.896777734034641,0.0481784308750913
0.953549406388373,0.360208802235646,0.98806618548412,0.544809091345009
0.716229439260374,0.401440974324877,0.0266566190110931,0.656878452687692
0.450179117551832,0.0280786373234253,0.114275780180321,0.428939479107366
0.878177421733482,0.393554369457836,0.666205210075873,0.593201174204201
0.50881512031973,0.928470129683098,0.995505662859692,0.0176469933010113
0.847061825822773,0.843223007982687,0.500117196171632,0.998591687375929
0.0677926153482087,0.0853129848873012,0.618576049121054,0.794953405053892
0.662909791361363,8.59833107992375e-05,0.872356092201096,0.980010449602775
0.449885210990003,0.646739129242892,0.585019850585174,0.06454583163502
0.968364696151078,0.169599281367066,0.176842633034863,0.229778215555444
0.405033634718739,0.386126526553258,0.417375041610563,0.892549383922078
0.141125777059738,0.879770945872263,0.301103323311427,0.911292965551591
0.0289482731584555,0.0434249730483616,0.0308206883959247,0.306789333324922
0.858170071439672,0.951967169167281,0.977427088421498,0.568309482696553
0.283603404322525,0.797396985846239,0.150250320802924,0.934123648427827
0.0713548415996616,0.914152393153333,0.10787019390543,0.00545714632726424
0.813831282429608,0.765446776217532,0.265417770593636,0.285780649104243
0.882368496817687,0.134473304511152,0.0194124885503663,0.906739366632371
0.526980566587755,0.780350044852311,0.920603646460352,0.875753750101845
0.3514675174852,0.0766008449469171,0.730840210317346,0.172458706535727
0.0514034546776485,0.984874045547052,0.816956843872793,0.438244627163485
0.861136004716691,0.0631083880263718,0.951784364292665,0.0925990913157843
0.794198247525663,0.241484016363666,0.930966820605355,0.963611088397705
0.931303365889727,0.898255720771195,0.313054133047177,0.322724154923722
0.0890334898068025,0.273598113585824,0.353944049826908,0.399118095586673
