"V1","V2","V3","V4","V5"
0.707525067179281,0.639218935786639,0.806515143009636,0.452037793391817,0.215921672778602
0.257183664158034,0.646755472772088,0.306228114370128,0.269334302337732,0.609917688405346
0.84641510243163,0.198800288078017,0.513740966110053,0.586620735609232,0.442366868446653
0.588679677193373,0.406876897371932,0.746830116512874,0.3993966801964,0.283772947917407
0.319196804930208,0.624831461854033,0.669184091789716,0.381297336362732,0.805082836627781
0.561777259721344,0.186730309554819,0.350724447975095,0.251274127481742,0.613297332612762
0.394899857016087,0.21182606220474,0.643138094789517,0.648503469761629,0.376809679930195
0.549903675431843,0.871773692171306,0.319855356861352,0.551857643645813,0.84879915912408
0.661423237429939,0.755524259549344,0.61578553709979,0.773540963615878,0.652450734805258
0.229730270042526,0.148843073074091,0.465147377811525,0.66484987296834,0.206131415594214
0.268764628810585,0.366057648297863,0.410342123585558,0.282751402201199,0.811497930805564
0.345531426146751,0.613131401862793,0.578890903685081,0.357579838376633,0.513355383802652
0.420409940263552,0.372556390809298,0.160556046258578,0.678595948218824,0.439336524445563
0.804312118901154,0.678782245704603,0.344064440723835,0.244289617373664,0.689752760408114
0.237148717780815,0.715293938315273,0.728892993328567,0.188068729121772,0.26868067685179
0.737086857208997,0.266938098849059,0.362341273410009,0.337268563425602,0.413303891969195
0.558236895444168,0.522614973407219,0.719296716222008,0.681846865765785,0.330080629095149
0.814007973487875,0.225741145516317,0.392536457029074,0.103590847211167,0.664574723018227
0.65889010633322,0.772148068539518,0.696393557423693,0.218795760001409,0.315209348919695
0.291430537062127,0.460053469077945,0.755938137349471,0.0760295935869579,0.670346130524295
0.0706239822459846,0.681106011043314,0.561675518357313,0.822662083370079,0.627149202168694
0.184920114551993,0.391359302590772,0.337791543351636,0.627180807812514,0.134183198711859
0.768444164515563,0.418856629529544,0.172148362627919,0.750422557570946,0.0632081797689436
0.757451705802222,0.741899343753481,0.372539380564865,0.541386818752731,0.278723147833816
0.623535250026112,0.850734053413077,0.384336665233603,0.961286149443481,0.537447217486105
0.248797718044353,0.380634727993054,0.813748157469001,0.349194487918274,0.153347835914779
0.724467261885104,0.123553150372825,0.844243862846103,0.412277636831568,0.486250665078438
0.782947898372813,0.55879465025833,0.586068279466639,0.447843934414335,0.521492009975561
0.28122117348807,0.318886931601093,0.861151130627709,0.735586135634667,0.170818800190536
0.372481511630154,0.78942321674899,0.0620457295737024,0.767554930884257,0.882535050035755
0.218511564161257,0.508384470637881,0.213393908612414,0.460700785945115,0.715015355887169
0.368672184998592,0.325890213846035,0.459363468144462,0.973628547153142,0.64397093207714
0.887448397730306,0.330261270977637,0.129731692388698,0.659543075027168,0.396159878832115
0.827360260628847,0.600701449116669,0.655406463142611,0.0233750597764767,0.706476547251717
0.0885526772818893,0.958540355341135,0.872774454561781,0.13887471457616,0.771855234677412
0.145432590937703,0.709135906801156,0.793157788386294,0.562568505256029,0.294852282027545
0.897501003777191,0.29106903603821,0.22268629237049,0.571716922176331,0.795488154613771
0.496857217665832,0.107621072317749,0.623577626592979,0.781098431427608,0.892081396219537
0.964315757387708,0.765109489367524,0.555434360476291,0.32817790957424,0.982300788534005
0.380741703099169,0.24591406868308,0.545141623304099,0.373631204977932,0.500858684586968
0.600947382451747,0.0949898424553422,0.322132318090536,0.614870934650105,0.409710828119389
0.690869708729652,0.845417067298375,0.505328043819925,0.917572781391241,0.191995864106608
0.465296913874745,0.535462887751935,0.735084642224853,0.721605589926234,0.742052799637193
0.640517308629956,0.34026815841109,0.143477699117121,0.0559656863521931,0.308936814432698
0.47413773205612,0.0527044569474009,0.603928592274233,0.485333427069558,0.145463345604105
0.200392463256519,0.734749904153398,0.154243322415885,0.0367891242569633,0.820642826036482
0.740243260578857,0.822557424663553,0.0135603686679519,0.850968888781855,0.340887043749565
0.40541829923331,0.178967064257047,0.89891517734955,0.11774292565196,0.764205015333053
0.956953913144864,0.478663851235081,0.424153470463101,0.166274917371381,0.222554038306987
0.831308857442868,0.547800755799412,0.117645776011125,0.194988763781186,0.920915608098834
0.275185972484453,0.994078394278955,0.483251402516917,0.831022501558224,0.786244860575286
0.128468495968601,0.258912291958406,0.823212303043846,0.094612840709619,0.352847726455034
0.775964806792485,0.305530428649003,0.760067400034522,0.809716584095976,0.47137208537557
0.574376424171565,0.723333699571297,0.0543946692357052,0.30709919188326,0.570555050108919
0.595929899661201,0.487336634610784,0.709842372314821,0.23553592467482,0.112167258719166
0.0939155005906765,0.798566245302041,0.403079394498028,0.882953504164314,0.082400103646615
0.448195651798671,0.57562172890625,0.0905828794490637,0.701978965311224,0.108846916900985
0.671442426715518,0.805099954218788,0.905500021151734,0.123999175660272,0.943735812103154
0.456462685885895,0.280922224428929,0.266559697637432,0.439801708555025,0.956542250404783
0.301495601556051,0.932369676805775,0.528453211320627,0.522505844552353,0.420113143225558
0.0617771992016717,0.442196562720203,0.246363790897575,0.86622388001172,0.364351803198265
0.0563772888031034,0.880616635763613,0.0443487289279084,0.178076200531761,0.239348010673278
0.527542982625063,0.114450285014617,0.20888943498931,0.893135964468187,0.979159502632724
0.943190068612698,0.946986007779625,0.539279562751797,0.694016391002901,0.733300607203629
0.336362583868536,0.161509531639512,0.132899780248561,0.423479308654483,0.255558669629088
0.351325159674891,0.599449822137962,0.930360808159469,0.278266956657061,0.464308894315327
0.799566226787813,0.276379890611166,0.590238296587385,0.47340135025966,0.835117817333552
0.874299629119766,0.901967014486235,0.435907727945318,0.208602084850248,0.495206728673773
0.980426609571729,0.432849138638149,0.683075775119886,0.749571737062866,0.0108659378020361
0.538698935520225,0.581923508576604,0.292242114973804,0.718771563545914,0.632019932689179
0.0056655372605733,0.899876305846095,0.187059371473349,0.401080400998407,0.877033162911632
0.165639803258953,0.421142352963241,0.973688720254519,0.817299501490383,0.552015075643811
0.115927161719382,0.00816580894367962,0.477689759584486,0.0811916669755864,0.908652539569821
0.438825867538289,0.812030624128499,0.946213687188562,0.637472280125188,0.029782281328159
0.10035353379872,0.561860548827563,0.83641390205689,0.315277995026629,0.936939769925892
0.503835733700039,0.697754488883757,0.272744530306864,0.144474349336388,0.182142237996586
0.718616306565747,0.927713391271975,0.967647347182652,0.519260040918851,0.542146996626764
0.908436170810536,0.200308269025786,0.191576053271494,0.499208917239554,0.0320935453906323
0.632470958711104,0.0367917427659692,0.635363828538842,0.067998827414996,0.325530582128642
0.0429336981266293,0.514496479280122,0.25233639284176,0.938369762283031,0.856412947872629
0.976282215459901,0.130382188407121,0.852683518554124,0.011380195912691,0.965033946912051
0.864114769216597,0.156593192003524,0.28172092523611,0.922733352752062,0.590174970081168
0.682726734682722,0.835433165542804,0.772867362589205,0.941688582422497,0.994208918915935
0.0336619450574938,0.490979714198918,0.499599674224558,0.36973866987872,0.386088294951796
0.179905901218398,0.0143677501470065,0.783903785106257,0.534270382839777,0.759555704115794
0.157703285387783,0.0208378280872172,0.0721936242669527,0.59948672304471,0.723335082552791
0.486198129684015,0.453741738544377,0.677523150927111,0.987928554480695,0.168191347514233
0.994347865494051,0.358733156364527,0.915287791804844,0.294526350673167,0.243917396109276
0.911191095089947,0.655729109079497,0.00271464222451802,0.799530115763718,0.918663703194365
0.190580637776473,0.984458646557154,0.0203226210240054,0.871480765235145,0.456755841180034
0.857997095480886,0.0784695804705081,0.104786764147144,0.158519474303362,0.560791997382123
0.324141152666733,0.864465726033987,0.882135090183955,0.0495691691991843,0.0780564660289662
0.0184097525801576,0.970681800658771,0.929828569789963,0.848769684830702,0.584413094410655
0.0239949509596801,0.0865472647598551,0.953341896495576,0.60299201644313,0.0550814698675987
0.936956484354322,0.913813246829239,0.0805955459256362,0.506206066233772,0.127283389285427
0.139096003417384,0.231547572452551,0.230811274416918,0.00460525368524081,0.00165088422209581
0.419469412336973,0.0620899402803526,0.0385317725815365,0.90238432054779,0.0418956553969291
