"V1","V2","V3","V4"
0.707494676701932,0.547890175795452,0.310316718007875,0.715439874858478
0.463799336205763,0.45262080249496,0.130887508451613,0.859349671726751
0.728214522765163,0.303322982650991,0.308889831285711,0.271760472898879
0.734323474841491,0.256972311057672,0.556828410206435,0.748421515953186
0.52863128640114,0.825262800854319,0.502375320262291,0.706128848259058
0.387682023033933,0.236778988700833,0.856037307771798,0.229160067419357
0.854190769477673,0.279224418389769,0.641212115595611,0.21672642923172
0.421159567015988,0.446633942930461,0.277064296803291,0.885820781532843
0.28282459214039,0.786243369655828,0.336386123080345,0.45365670978804
0.589266207597072,0.693090318879761,0.32975739556354,0.624245279497238
0.0927438829747792,0.812962478761607,0.701494404948511,0.649387137597083
0.566526882717756,0.094476866140307,0.486457274906131,0.555773419274686
0.433598923738714,0.497793788011444,0.586919625655115,0.693431930961982
0.250316658896828,0.536673121798786,0.412994972218982,0.172646204491707
0.242872019202304,0.199737609572574,0.7343285409781,0.655225526799194
0.162055726865677,0.52659639361595,0.242981651825873,0.205570468306229
0.67862441018314,0.430279485429202,0.350523579485925,0.786537408358366
0.419807908651429,0.246128424025307,0.263639342129925,0.809818950975859
0.0836649766104098,0.212736755660559,0.680042539196752,0.315791711617419
0.771537162815158,0.326155677023432,0.590891265977496,0.611622636920658
0.667134759115062,0.769614604630004,0.0988153659677124,0.412440818882941
0.364964422486396,0.563641434783912,0.61620036417378,0.233392097804592
0.457705734878032,0.759845580493072,0.528229695086315,0.442707120176191
0.682468343580471,0.182255243302577,0.841852305169515,0.667455931685593
0.912976482850292,0.284414737410439,0.145755120915609,0.244619027867624
0.816662375159975,0.749978249255911,0.792624378070671,0.0739111137165482
0.64429674399172,0.483234298937659,0.816736911658961,0.187819289166111
0.279585936671094,0.65593431499422,0.535188786675983,0.776343407474791
0.719720250033264,0.947865652219871,0.391268978743802,0.480146497292554
0.652230882806243,0.378642244154491,0.2204590844725,0.122025445693008
0.205405923056982,0.667026677613973,0.379523449656758,0.845127362966652
0.607111875547392,0.0511916010169901,0.176771203861202,0.37836005783614
0.547937417056175,0.684870806863328,0.189519956111943,0.831347113892017
0.320979301823232,0.774128801275229,0.978618520128693,0.547894868762729
0.555011316370767,0.0768729264986628,0.718246935330183,0.686212086049401
0.946094356928399,0.874641813001478,0.756148538703307,0.429513432357645
0.474801020451964,0.93338741046716,0.0422947535797275,0.534910169667871
0.593047101796558,0.716037975371792,0.934565746169462,0.634637608971592
0.170135464835487,0.354162456294473,0.721965721978077,0.521328495502548
0.183138566937489,0.295082798303855,0.38441665906428,0.752317095522758
0.936293143371347,0.40310634667662,0.510907401721631,0.142564919116791
0.309036371619339,0.795187883148687,0.564030736253688,0.109125323504691
0.152660152265642,0.266061948163175,0.624893214082762,0.253534409225722
0.447467247264736,0.0413593925472241,0.662577354115455,0.512810112259934
0.487131160007157,0.675509714664896,0.80361206094532,0.283506455176823
0.0139710886906801,0.168901461519185,0.161741314090833,0.0896688408314062
0.881652487941021,0.398648089989741,0.257005091411308,0.79371400561475
0.113631440388351,0.992459245853015,0.820054354288454,0.891798605083979
0.763855161329702,0.905469853467711,0.428920932040912,0.0680632140830039
0.053626668372738,0.464497439229271,0.464673556988616,0.767468242592503
0.505196344983028,0.725959537983775,0.237457243057691,0.734693417578524
0.403769994851704,0.605884444409508,0.403801821014094,0.0271951686140604
0.310376440127916,0.929908884444984,0.44535365278217,0.157652235546071
0.963768258253997,0.425446510792913,0.833899800484338,0.810984176139978
0.264610001041759,0.471138743098559,0.861294555365869,0.829780461817127
0.339846695782177,0.20164723098572,0.215792520166106,0.116393611754726
0.749210905715793,0.734521385792281,0.637629107906682,0.946707883592518
0.952656491390092,0.17165861777379,0.498867149861615,0.462897693601605
0.615839355370166,0.559516098690068,0.579092586711342,0.977574638476485
0.239138908160593,0.984052731265074,0.885655109853545,0.0480986794933037
0.905786646568128,0.589692559574277,0.0651442909962527,0.475341290980808
0.296549813200804,0.339048273494011,0.289453184985617,0.438442981933742
0.223665119410107,0.843326900895218,0.781159770009395,0.580394846224721
0.572397473773145,0.221460617762946,0.603136101675292,0.29031646055305
0.399144166575742,0.517842700677291,0.197501132011003,0.567344656150716
0.0611528040258641,0.857433138533051,0.0714810350672471,0.392883653878188
0.533712201042133,0.897707926666655,0.0898942691176217,0.309926970588232
0.351091713490215,0.139830407696945,0.990142861986467,0.356351450407203
0.696738395588842,0.627370441626537,0.650454153854974,0.573999318401762
0.0421038157347575,0.596850725986285,0.762124525900442,0.320035661532874
0.0203496880905552,0.0096518895583211,0.676457297271843,0.261950755244064
0.00929906814689892,0.41933198031761,0.208794453344132,0.137787800827032
0.928196026136813,0.867350120595383,0.983262339767201,0.878142066945683
0.843119632384946,0.364539349496873,0.437056522268745,0.727949670500479
0.891902428561753,0.0602134435075326,0.926192464245957,0.381935911789227
0.780787281716185,0.619228678366534,0.458776392712139,0.190612744255329
0.348800233171892,0.34080521636584,0.747848317716841,0.866644951149856
0.751290546245508,0.112592937480503,0.123471872411237,0.402696998820402
0.634643669011044,0.100407861232486,0.343708651203522,0.917823966324186
0.514453571996731,0.147038296629667,0.478597754686683,0.0153544140313096
0.621375929374758,0.978618471187689,0.361387204078152,0.672607442283153
0.801623425080365,0.646712525388274,0.94037324828972,0.608293005960282
0.219246905495728,0.572703882246839,0.954816934792773,0.0555726159967259
0.14440281709558,0.709751256114864,0.030547975447024,0.908637182937594
0.97906292865637,0.319376014326748,0.960607840250347,0.00738253829664736
0.375799723236436,0.508747889709091,0.0168039502611434,0.166600678920034
0.794261516268923,0.380853764877558,0.879558241129414,0.98212832139402
0.106626149210669,0.96659251011937,0.29313226439094,0.340889480974295
0.0736404723085506,0.0859422104330686,0.159473634949074,0.594156799692338
0.822620295615639,0.955621017489855,0.903912414359809,0.331939716640269
0.12182321485114,0.0198625162666206,0.897439177412854,0.936432474136342
0.873858778339956,0.832451079206035,0.113067843694731,0.954889265263213
0.03500162701596,0.022822215619269,0.00582803546735816,0.506293864780833
0.982361962665172,0.917254923172068,0.0225554296377882,0.0941822603554256
0.99845256148794,0.126959687205408,0.10831609030714,0.362747263163661
0.130615940903806,0.889548443072959,0.77478254569107,0.929428493280692
0.835407163909331,0.0394010144205324,0.916628608256288,0.990730753948911
0.491571562680622,0.153618502761854,0.694678015223012,0.0383303641743762
0.861482568566775,0.635834913315173,0.0503504948231631,0.965295859517422
0.196719599044341,0.806391986813287,0.547913068094272,0.499815144453093
