"V1","V2","V3"
0.667768377862131,0.475768344341502,0.0536504693839926
0.709410295559406,0.356615169974034,0.371934134996333
0.56399843823227,0.245906089082702,0.670891469764622
0.796078610910185,0.0620051877778208,0.798184879340803
0.921750941324559,0.424107593005379,0.0629869097555702
0.321108864169718,0.486988817726186,0.424599010100028
0.922267656481981,0.775900119396677,0.269583340458184
0.804434549911503,0.15437898149477,0.666960046464971
0.665680041136092,0.883576032231286,0.766890796543165
0.531813628316446,0.773199775537372,0.621466937028366
0.358890003216015,0.636231293741406,0.130337312027384
0.0632599502313113,0.493025066830966,0.271159394960653
0.827487007034779,0.955401832270571,0.545206332570621
0.826769443431181,0.660134887929088,0.468382778759957
0.636259841478441,0.617339624646269,0.876760281131868
0.50170937880188,0.286891737883557,0.202029015975547
0.93260629964832,0.415018484675289,0.324742525889875
0.444343835348384,0.148769551638297,0.769500853558811
0.623736671846879,0.855987647462271,0.217976768631993
0.298525481133559,0.51376727860947,0.332641228525754
0.938665878873436,0.242576778680778,0.549294879169514
0.935375162686695,0.946952756926923,0.307668265725486
0.843889902681136,0.186576215993346,0.407081349470634
0.465963476596494,0.0543390198639864,0.845397711724677
0.511555342706505,0.815874917897857,0.216253840040369
0.31093150613265,0.881141883106789,0.703010857652234
0.813059870484158,0.489336487154474,0.529028872236611
0.189323458994338,0.124701993013736,0.321727752303559
0.638924145266465,0.318124245462204,0.152200026735804
0.931536557933223,0.667768629212835,0.51401600081295
0.755790024427074,0.690363873559443,0.413994521363606
0.9081760145064,0.812395661653089,0.891706251709932
0.363228960267646,0.819601851952538,0.592974922206202
0.447354088037426,0.666294997406741,0.944823370325207
0.616122875838438,0.523033782060031,0.796973162778983
0.394664711542954,0.598117861917362,0.198133083113395
0.601436385196812,0.252855226471761,0.459277067192744
0.785563473418402,0.786254449764482,0.329854668521036
0.712387467581451,0.564272607327602,0.575433188150661
0.836059059361993,0.87961046700179,0.408727186789563
0.934548903711413,0.453696976427448,0.702090369903202
0.297288407413752,0.296228484360623,0.0858291410648872
0.0473188820817339,0.149949101877029,0.279893023304117
0.087356059599449,0.137644822668313,0.825773852456818
0.9286021513546,0.217100366602157,0.194894919227376
0.375386775683716,0.71270238373035,0.837239579950653
0.279776701942681,0.713250710588216,0.277886578096405
0.128128648180924,0.373941343367286,0.688201630853568
0.542793445005323,0.479160032234454,0.68789071601263
0.209260738431763,0.230860347910773,0.532779964563957
0.913558211858177,0.340245810543683,0.907275740050328
0.472196746855025,0.582101449811855,0.607128673729432
0.909444926367035,0.645096309501685,0.04682927718607
0.792081670584387,0.313797327199914,0.900394702839455
0.235475687184823,0.184434203752157,0.780591566628554
0.0653695511140084,0.571637209948976,0.17431972994248
0.213960000767298,0.576968845181754,0.388300378085226
0.937692787698028,0.583675993228007,0.605906943387036
0.889240410399857,0.512253182073744,0.650801907981
0.228111357495459,0.191054170294727,0.147409444416446
0.443710566833103,0.904272618732812,0.0600206001308478
0.0935079369260117,0.832193590713727,0.285204519581874
0.55105992996331,0.136448598208443,0.402650078817787
0.871221132269827,0.403572819814819,0.862878424655812
0.157474976874375,0.0815929158281829,0.801694315015436
0.659051034118192,0.104882443335268,0.931002488672621
0.109561809527189,0.121508036415482,0.677288668633914
0.119226921821758,0.0688918594467702,0.265846967278553
0.246860746613246,0.67542868933947,0.593040263319475
0.739440754846827,0.422190430512561,0.311468805780986
0.387131698326765,0.0942292232987654,0.326090116738748
0.430767925686838,0.777465802277878,0.390649479415289
0.59921298918787,0.218542540977208,0.617716637707795
0.32503046628212,0.414864882112689,0.29210377416913
0.332250965077942,0.927794577893399,0.205904771820687
0.0415744556408578,0.766171096684548,0.204584501321562
