"V1","V2"
0.747134340814069,0.229725217686464
0.795552610803848,0.679906745867478
0.379807250113205,0.228497413862604
0.904234747283819,0.65304335076013
0.264220803284069,0.226564939097154
0.603521429455014,0.607066361429357
0.684202341526301,0.698877334583431
0.745899973916168,0.72954483737548
0.660607309262343,0.750668696058236
0.889331834862945,0.609906040874183
0.353791639398472,0.301026271485599
0.442295363355064,0.120688144973743
0.295309137355373,0.524450588544999
0.406997570784412,0.0597866466880363
0.601112697918769,0.233296906099598
0.69900123241573,0.252845002580378
0.581557651870649,0.327917285123327
0.0506962201683348,0.474533717010173
0.0740483904855943,0.568756826612731
0.578434625295317,0.0256367605096768
0.0352644287683072,0.647425277787135
0.844826344902599,0.508779360182608
0.322742628586587,0.770307265279095
0.507666085269196,0.871984108363673
0.110629016490848,0.176644828147284
0.124285183561341,0.0900854527155809
0.452019880252689,0.906066474642331
0.329083815020843,0.072584007166902
0.418507049512925,0.695541409704046
0.24329510362851,0.765384069996627
0.0198169854706929,0.154367349923916
0.905335384346023,0.206731306526137
0.572438556318688,0.396881119072966
0.772102669855895,0.122646669543001
0.106238547753687,0.911679900202765
0.176644683070736,0.281558797885717
0.954046584914366,0.914083629532111
0.854381063645534,0.976460261742755
0.65724851453786,0.950784002661256
0.923600514890837,0.251858061039
0.821084897546018,0.152742657393793
0.841916803231625,0.330208324408934
0.540216584078979,0.451453230490739
0.77454631599333,0.655252569621786
0.697779321595584,0.797987416064689
0.411615544582725,0.181012167266694
0.61061245121164,0.58913006088558
0.666295594498395,0.143823521637426
0.892640816642505,0.80741625454593
0.290555585002657,0.494583708568572
0.932803321854233,0.0947759410120537
0.768593258574698,0.391515108849188
0.216973664705065,0.824528452579611
0.524271875408373,0.0990039790102345
0.175652104297103,0.419935781297191
0.930263190218188,0.333173229388202
0.111168591676063,0.828335141808425
0.793018906536031,0.600403897718529
0.882388700647477,0.489656386596041
0.178581654655743,0.855989333393001
0.543238255900228,0.277513122284023
0.98098925430881,0.11604568328301
0.634762287761447,0.565422351485316
0.635228773440138,0.45438920866697
0.382454265006466,0.659034186365574
0.0569511996360611,0.0731103611823533
0.9797214765947,0.0386001353025968
0.510622342753794,0.941615306156218
0.423937929344384,0.520481789316333
0.654008172813267,0.83940726794319
0.703356127101712,0.160019937033334
0.320853037764884,0.530315388330864
0.651462500289595,0.255398692145228
0.0516467644228896,0.769361386756219
0.739889628821994,0.197685910078387
0.358246612423168,0.543442174363875
0.757689426984731,0.616054822765152
0.891139837740009,0.446015464030257
0.690666573521832,0.912459574502099
0.460391517016207,0.558697235805687
0.859999307287125,0.64315003885939
0.281644837558765,0.36414512630114
0.814094746247331,0.127191841505445
0.082586423536757,0.542561844543522
0.0253416321065881,0.258541452457342
0.560067231865829,0.0546301616053268
0.485804394271531,0.888959734941978
0.204630510786117,0.53670272097624
0.667593006434232,0.862023001267059
0.253575619994367,0.539075993884543
0.468724372863925,0.637499441450668
0.612586794131215,0.0503762402586308
0.775304804545455,0.208542043751745
0.187000486271945,0.706469647488251
0.625636754028137,0.889748283815953
0.212680639242421,0.361121954654196
0.146360757249649,0.985554632010954
0.551988924520019,0.19908602553557
0.476815231716625,0.73546938147527
0.0660845009529908,0.68764726452614
0.633868329190093,0.306890521615564
0.9835879940992,0.945578634191853
0.968355429239787,0.6856079144579
0.969473056143242,0.203205491286642
0.217434048512085,0.0959983131765968
0.582676533839833,0.292565775961774
0.149452674431996,0.042239960478831
0.402443385039741,0.442792869679843
0.327068316715353,0.0154235149666413
0.347028558458886,0.0631636906538735
0.0388484116542315,0.117282118278481
0.206522542587875,0.979887897754713
0.537586235247771,0.156690543257779
0.851163181488156,0.599750189661756
0.802434316632184,0.478310081242234
0.949710911346569,0.864420337578848
0.119607460000867,0.631645938028431
0.8042681130147,0.875423382174006
0.318305788554392,0.726880366294439
0.48675502566645,0.420384822358853
0.237143888836011,0.901099493532603
0.886602269718953,0.216761391910112
0.120098266175119,0.129114540843951
0.275266458608541,0.417022617947707
0.171833023974502,0.0973012224064801
0.958793413920102,0.767658431482956
0.381592071777245,0.497279596763234
0.482469787445086,0.271066774756389
0.134581141286967,0.42743821509768
0.553171381580561,0.940622808053052
0.0898557380009428,0.488311417640134
0.0750318413818309,0.311096143797505
0.274358644964313,0.858051908316975
0.0226546325926118,0.921768740100529
0.266306333467997,0.761905602243348
0.454409116090763,0.943544067195655
0.924408262151274,0.482345111368872
0.856362273119705,0.0758055292974576
0.87614613845162,0.62846760861931
0.40407429082027,0.908695534800336
0.247122582665528,0.400288421125149
0.850087249870446,0.0168798732806495
0.179228166284845,0.79851222075162
0.102375394323161,0.683808844190147
0.716796634413465,0.128634519243375
0.516325398677188,0.641142355259883
0.480792337092293,0.573705697533159
0.148073832668447,0.515936932479702
0.202968287919509,0.385915747809335
0.0202245611745652,0.73228513438448
0.135826377255583,0.674711077376712
0.221963627268894,0.423010869064895
0.0284079790915967,0.336544465609186
0.548150096126651,0.249074424721878
0.440755692597522,0.872933493685947
0.371434056333798,0.686364665334311
0.931226072595693,0.796948264236385
0.439933613766728,0.98632616047022
0.761788866236593,0.846254402052591
0.389480967639024,0.72379980668108
0.260602778886766,0.71761670218624
0.427686535720667,0.81936848602133
0.508910331837681,0.578195157529226
0.939834169617274,0.696437197002568
0.321179636679907,0.298794519609599
0.29499919250557,0.790596853521919
0.214347129590624,0.907773123481732
0.0701733535470109,0.890198125081884
0.133459743697575,0.949070750994076
0.293611836886327,0.33884070978427
0.853268731633177,0.806025842341682
0.728073447712296,0.476724778066798
0.695585743453315,0.935032501069307
0.303795256052262,0.605169365434495
0.623463989231621,0.190341922273189
0.970201980038316,0.45599232929675
0.215075562666104,0.733190020440036
0.38781405478933,0.614504915132891
0.218007274598003,0.626499800361916
0.0720244216507021,0.0454304866000407
0.730524885374628,0.836918091251273
0.505836248703985,0.825936569436408
0.91020789955725,0.97762140175706
0.477213377879789,0.760195629874405
0.107199504976742,0.349363088341784
0.927588751809313,0.177570713836399
0.770247962335724,0.517563085299712
0.484606336711933,0.318770381756183
0.144027595223798,0.377192252911857
0.857027734423468,0.854509090101321
0.737065554948904,0.802280071746384
0.425416423812885,0.432618281132915
0.512265198590039,0.0648204531405713
0.593019360480836,0.390490679164897
0.240795121780686,0.458091406622439
0.705293018260959,0.0219317846966002
0.139706467983533,0.263151304396678
0.177147376804998,0.636962150354201
0.0881609721378149,0.398305169002962
0.365476951918846,0.0416928494738212
0.420073093083502,0.664862266005099
0.152832168100656,0.545799013781872
0.169472297274563,0.334759641168408
0.398416698608239,0.780628798133412
0.626602235881208,0.36049905165094
0.574827983025746,0.103489586088768
0.812721714512705,0.280403503969295
0.558438756456194,0.439360389773259
0.808340426816328,0.424250012241537
0.233680246107627,0.678163281747364
0.820508323282174,0.957194782012728
0.731496095480907,0.426766258929712
0.354541038679782,0.860779262919465
0.658623538733156,0.193722287834444
0.683182267632781,0.337360942510906
0.143754150469057,0.894247085596992
0.522680800632016,0.200411110733289
0.529711457613619,0.296771362065208
0.241883539438428,0.169701111771593
0.981900105126719,0.535196818134733
0.630200622194384,0.534159438471115
0.0658020754796061,0.126315681613437
0.791446804651044,0.800192563338683
0.276505539991463,0.904931376333518
0.58432101162378,0.571553226209961
0.407624374626873,0.970280083127147
0.3444099174834,0.809980626345838
0.459938837713161,0.166248551985412
0.740460555725218,0.0242510074053913
0.385651467935765,0.362540666361213
0.346852940738995,0.88775044251771
0.0339446138251758,0.466051315914996
0.617654617886329,0.504927017952506
0.244107286701052,0.0858691450168337
0.908000464239879,0.0484211157994792
