"V1","V2","V3"
0.754612137826934,0.689654219898646,2
0.0944644027763502,0.335802197206732,10
0.472113037681093,0.823979108880892,9
0.501033075438784,0.65192634911851,4
0.676831840514676,0.398765276213451,6
0.0731811909090466,0.923299037496606,2
0.815764937407129,0.31979572897719,3
0.381584187236268,0.564919614585415,5
0.737771320225772,0.097751720703756,10
0.536384116103848,0.86577295872168,9
0.541876389197374,0.849228079353096,3
0.461308826082208,0.408628778254563,10
0.141784231789671,0.458511059063091,6
0.599377385295112,0.1632684859363,4
0.431350643554221,0.711742358781027,1
0.213404321839125,0.911374106825985,5
0.645299515291653,0.529273590251549,8
0.570668661746914,0.853837767446473,2
0.368534274747858,0.0719640746506694,1
0.626807993525188,0.273846298361437,4
0.0757113373705554,0.453101748967814,7
0.478514008542736,0.283809753762658,7
0.741454090944131,0.523889305224637,9
0.327192168788745,0.688263461658219,8
0.49364673971979,0.83745773139694,5
0.392091222605196,0.369862923942387,7
0.434719425170599,0.850823958969299,2
0.524520662028877,0.871249478347807,4
0.193400535578446,0.568587564961103,1
0.357926160209496,0.76290564338243,7
0.29571721727801,0.275626193726027,3
0.0689515628826164,0.37169352501497,8
0.691886686247408,0.611106318009113,3
0.672051906288321,0.488370965752322,3
0.887769502025576,0.460227838693045,3
0.952078887678545,0.655971463207636,5
0.544221874531161,0.700047987265042,7
0.203687764638582,0.172445814179426,3
0.614451840324323,0.696073178181709,6
0.355421149108,0.166731750906493,2
0.637912181392716,0.608806540368535,10
0.711491865290168,0.833175115944916,7
0.210448884250449,0.193330268548731,10
0.458463868172719,0.0729784685209211,7
0.896907744100972,0.93684357458131,10
0.278223763851575,0.0493597564911072,9
0.89875051629313,0.922337085759992,7
0.897469446073204,0.206707184217194,2
0.364600601564843,0.343034484692889,9
0.229077887823852,0.73955122172545,7
0.411510414341271,0.089386639737855,5
0.933715321967096,0.763903770168308,4
0.665650067955538,0.768143097943571,3
0.789632609055979,0.37938993420012,8
0.525827928983422,0.594313405425797,10
0.299769141597203,0.341654628447295,7
0.437235972435931,0.27038864207101,1
0.769392535116674,0.867233934695054,5
0.90336899623595,0.640969161505249,2
0.890581793372522,0.210199673247647,8
0.243852801327217,0.587272964986222,8
0.235611385061678,0.333329114314275,10
0.0694748820193986,0.395972616975499,6
0.337787039979525,0.783516539363992,3
0.928747302458957,0.822464583032679,8
0.937257551025034,0.589290315115914,8
0.848044762958612,0.401308251038221,7
0.51675682668421,0.661806413538692,5
0.884159233988757,0.307722516936782,9
0.569381723678065,0.182263139243641,1
0.226641262936728,0.0857880266888322,5
0.220804947221053,0.531453416320335,5
0.396634523697891,0.466329984565414,5
0.218819580966717,0.207536289619875,9
0.521618927867091,0.715400846154749,8
0.926530716020937,0.554134622479091,7
0.827243843811033,0.099887149597408,2
0.82875773982066,0.838426913477433,8
0.365288088551937,0.805716577660304,5
0.760978411379622,0.901940829954737,9
0.6702863414226,0.937506963057315,5
0.0708091632403214,0.848725025490347,2
0.161966780745213,0.123441947257827,6
0.930961496320318,0.949559977922001,6
0.438365300406698,0.0835978956493461,6
0.177186295443622,0.698055482527833,1
0.776545388623709,0.693833117848329,6
0.419897226620145,0.402176354959999,5
0.941870456280665,0.278214136427627,8
0.0955938102285174,0.162802137519197,8
0.713160846827891,0.35751026453663,3
0.0467855888368568,0.671413967230847,2
0.902926002978023,0.137669357941306,4
0.512706805730708,0.138074873036373,2
0.132982241692326,0.628613403801943,9
0.625448955907808,0.543306974810979,6
0.162777196524585,0.312167352236064,4
0.0625298365152455,0.468144899092647,9
0.762044417597409,0.657387414364978,1
0.14255459730056,0.713498819098518,9
0.208926479792387,0.0650802632786089,3
0.507198756573801,0.171416324605838,8
0.130672694701916,0.290626740348842,8
0.523226419171806,0.0649562195990918,5
0.284282838419273,0.0607814975628982,6
0.727989296237885,0.198228361813002,1
0.820812669890941,0.742075449461977,3
0.182366822141758,0.239321969759643,1
0.888407239257289,0.682480992781009,6
0.293131880435727,0.486715855325548,3
0.270641498218158,0.157097237408912,1
0.621350327343184,0.131664922909416,5
0.385563459254848,0.168723994853113,7
0.673435148475112,0.334311569545373,5
0.168893392441987,0.795645257529852,2
0.35108710504489,0.773967053293052,9
0.272463865244408,0.141456766725752,10
0.802285778504433,0.828149152841425,10
0.944489952401936,0.892180897810177,1
0.42666048759487,0.1083267182717,3
0.904691449675202,0.812889866476434,9
0.126137628340774,0.095142202283856,5
0.566410751986419,0.495624391148536,7
0.806181281462942,0.399826658871943,3
0.0900708675756446,0.261170886944408,6
0.67430777031626,0.951578047585728,8
0.615099780994876,0.503760266735716,1
0.80915049938399,0.58877486883038,2
0.276795560984983,0.964246903700604,3
0.140853664019974,0.0806967404072457,3
0.474526614160169,0.567141622630753,4
0.136959868502024,0.248197502170242,10
0.70965843656821,0.428055244987712,9
0.206441363538803,0.852108340790154,5
0.854637632444647,0.918285300574811,4
0.684064790904633,0.954262790555987,10
0.650276422516326,0.297411927183783,9
0.710694332236289,0.219923405340889,7
0.260560191297559,0.524975056494542,10
0.755389548910555,0.230605487067704,10
0.109816362377676,0.418136608248673,4
0.240010915071068,0.209856716803321,8
0.176405828726341,0.603388104022882,10
0.0663783226045061,0.925847462015756,6
0.597756598293635,0.126726427216804,8
0.465471680865649,0.0774821770508524,8
0.636047478345659,0.82702772908047,9
0.946692339274102,0.392854655309992,6
0.659476985792912,0.0663595761393178,2
0.653090214680826,0.846506394130487,2
0.779400409617295,0.847416304766804,6
0.288965009125118,0.375340672041257,4
0.178240339162292,0.422472280472106,7
0.814959498911299,0.35509374957683,9
0.371714922304895,0.249421678881792,8
0.922842616335318,0.459500643727634,7
0.280548277139208,0.122097145487835,3
0.530160058609744,0.404814029586575,5
0.354346126377348,0.551889725766858,1
0.418348534899879,0.685532339518593,8
0.671833799475671,0.382555165325402,3
0.772443956869036,0.0763182275488953,4
0.572326151386332,0.511822932803577,3
0.666399669462147,0.170598949934258,5
0.575297696948266,0.323943820948087,7
0.386572914562925,0.456620172383961,3
0.296498465042953,0.880904288753423,4
0.761015233338617,0.50104652936819,1
0.405978286135356,0.354676472240758,4
0.156645079910563,0.160933011818227,10
0.265076351190424,0.62132295189313,6
0.924793965539696,0.902727779171285,8
0.733028284472386,0.24280176946236,5
0.517639148403179,0.310286954576077,4
0.376584413121351,0.741599870310578,5
0.899868028189882,0.0450862217969108,6
0.868944963764295,0.931938299322074,5
0.852541379948754,0.158675098419055,7
0.460098875246608,0.274607975967102,2
0.34360738296931,0.78216124836531,4
0.483636628070245,0.145255377579275,1
0.0490722466174111,0.191567849382086,8
0.506144409084701,0.942319463032402,6
0.588668171626511,0.779657270439135,3
0.0932147269148061,0.114401623197258,9
0.757641481192184,0.798983979158957,1
0.722115835539553,0.544529732180337,2
0.139063902174889,0.648508654399496,6
0.82636537237605,0.381203666886632,5
0.41439150738377,0.956725072513291,2
0.731300051184932,0.0538747691109199,1
0.739552544224758,0.576805295938743,5
0.885882241535584,0.539796276132023,6
0.550752443395906,0.405233135177868,2
0.080095074516436,0.0689666734277429,7
0.312640846080681,0.390689269152323,1
0.529512157798169,0.347125414650907,8
0.598521854762115,0.747606517743821,10
0.0860261800872268,0.590979323716997,4
0.795748033084579,0.263525062512889,2
0.393065992601152,0.879747762383552,5
0.169855197191444,0.434872118173493,10
0.401689364445719,0.550326739747301,7
0.112638514731268,0.593364176833478,2
0.101022675603329,0.777913504479222,6
0.328809323101849,0.187657013814351,6
0.154385932779935,0.674887282150694,4
0.682781864940102,0.91992592934463,3
0.619249165754958,0.570004390478114,5
0.79300404041769,0.144729890810516,3
0.743234878089245,0.415313617064904,1
0.0579556183388384,0.736081335806036,9
0.837996672291147,0.530661063941778,8
0.891327575306673,0.179290217225292,9
0.232187981450721,0.377824188398065,4
0.382903784683437,0.454961145319491,1
0.919688476998173,0.631283011827121,1
0.207934375576058,0.815846043728287,9
0.18389021269166,0.362264444402187,8
0.596064195876557,0.291710708279122,9
0.819351619570082,0.658633997383963,3
0.562580090074022,0.884348224635802,10
0.380416402103987,0.331903416103663,5
0.340286088281196,0.904082731574124,2
0.390762740608922,0.756668889245281,7
0.19225018324634,0.498283954625964,9
0.880140158961097,0.667732765122879,6
0.551382839395579,0.583673554756702,8
0.0580900058154299,0.493605690377295,4
0.485522706583776,0.48291358717974,6
0.687506367643206,0.376240729400905,7
0.775601923484635,0.152664268483447,6
0.455357246218554,0.533376749489774,8
0.0609274655394053,0.346437188121475,5
0.124792901953665,0.518149707542299,1
0.726526965083463,0.467773136432006,7
0.564268214400808,0.961142285367845,4
0.920586763201758,0.280359963544149,5
0.511126317782624,0.0474232923875202,10
0.333868264961429,0.481536099750201,7
0.679336292975803,0.265836818533963,2
0.792807139268351,0.0943930751301254,5
0.159116396010437,0.301613357217186,9
0.628905379411606,0.601259498081863,4
0.469412951463809,0.649126178116595,10
0.331364257357029,0.256850379331009,4
0.677249149995116,0.051462730213359,10
0.462202649648337,0.624570470413579,3
0.304786825637021,0.630793219476005,4
0.0782919892977769,0.16161228145155,3
0.874012525010296,0.680781684844426,9
0.568102164706506,0.637657466937265,2
0.585378667381537,0.770917558906565,2
0.943319835349341,0.799779489008042,1
0.251650043668973,0.877300382027747,8
0.907835199239599,0.629595189907541,3
0.747546812539859,0.719078448591595,8
0.202471963665255,0.8130389142032,1
0.773079494944433,0.188336270161426,8
0.92108865382975,0.831337940776788,6
0.228330522717617,0.910670391031411,9
0.508648024310542,0.989233299029182,8
0.578119517226671,0.431448319191404,1
0.15041027115852,0.201747221469977,6
0.225170279965601,0.227486581829658,4
0.842164695861343,0.801092476686983,2
0.547691099426185,0.735432225524658,7
0.689073176916042,0.792204995324518,8
0.480206973405334,0.706970979172728,4
0.911488935125689,0.142870719273833,6
0.209332200258993,0.695455559872965,10
0.686922986534653,0.881039443078033,6
0.297087108365055,0.794997907459635,2
0.690693882922485,0.184173527252882,10
0.11014844987818,0.0384125484779501,5
0.47028352240193,0.427303346809488,8
0.11332908425933,0.945583371030246,10
0.905206355886283,0.473312033781294,1
0.763019968954416,0.820462329157899,9
0.189607521182244,0.761290281815077,4
0.200150865428005,0.063224623675859,7
0.423790641298856,0.313029199472646,6
0.0829761961421577,0.205986041204793,2
0.199776363176406,0.566715619079733,3
0.0960037299713064,0.924776282189755,3
0.191590113927318,0.435450718499895,2
0.668020680764993,0.238600392276626,3
0.831626271670513,0.749067557072745,4
0.579993929160931,0.039068387289351,4
0.862281519931172,0.505970552100305,3
0.708878830955084,0.421007000819188,2
0.662314219298856,0.659490326334254,5
0.622869701573834,0.220077901857254,7
0.0634749258022719,0.0374603582317369,4
0.301536276165756,0.941932342350699,9
0.936869852040878,0.478546691336369,4
0.582334669340777,0.714968706735291,9
0.623641179309079,0.665487470545665,7
0.404757597019333,0.410881453361908,9
0.94508272737968,0.650951685606025,10
0.51516921993955,0.950944438391934,9
0.504536377943951,0.549923987869217,9
0.286243553212764,0.300753039239587,6
0.953127889337391,0.0464452923523776,8
0.886760899772697,0.358922208956168,7
0.4919580030549,0.79767821843202,3
0.0241427747371367,0.504270579288779,7
0.91715513500205,0.223459683238672,3
0.635244459410395,0.101163220517326,6
0.560849244405898,0.303849875288963,6
0.316131349294288,0.200140627220099,2
0.287461041046515,0.42439213861189,7
0.430809669844436,0.107433169113961,2
0.273462966525531,0.800199827017161,6
0.964169705083198,0.233947438335993,7
0.968075658808401,0.328491658734918,9
0.794937660198666,0.487694222117634,4
0.367000431556276,0.069557061006983,4
0.308075116675027,0.889563590333151,10
0.153998656907519,0.686564802503092,7
0.918919906863789,0.494635848245177,8
0.821060833711795,0.946994575621763,9
0.315167842316886,0.917471895425384,6
0.927314354730161,0.374852406645031,2
0.324196253049378,0.258898485790911,10
0.133193520373025,0.295628127303592,5
0.360368869727413,0.13557914030842,3
0.475884183848489,0.607601258055088,5
0.412371492041105,0.224547173951942,7
0.215583851994118,0.0251353007250332,8
0.131925350066617,0.452499679286716,3
0.696790903739517,0.311589003925098,4
0.513386095697598,0.128407198547082,6
0.0411699404533365,0.441780352969261,5
0.346291664530445,0.336038083160511,8
0.869052609053893,0.520137108348896,2
0.700303933362294,0.586915248074888,9
0.38359851349436,0.597077233656325,9
0.657232589076128,0.704291347236978,2
0.454904452497169,0.412551622663796,7
0.766437554824634,0.0840166821313253,7
0.557608354148347,0.325081089486104,3
0.810688050398862,0.757015030903771,7
0.33495647325901,0.111952728934858,9
0.785316212585841,0.938124621078121,6
0.803082298458116,0.647302451989127,10
0.958516418348163,0.908872521058303,10
0.606784113426715,0.475636347994059,2
0.863116105882952,0.070726746783397,8
0.114431650852967,0.154530982288868,1
0.076224674152148,0.296854330881196,3
0.107347455398475,0.809523760062396,7
0.646696542822495,0.784585976713077,6
0.648552119192165,0.0923759307787273,8
0.734677857794332,0.617889951960442,4
0.375630954658203,0.8755673194977,4
