"V1","V2","V3"
0.513969791307281,0.746214721165752,0.658583512180105
0.0779042134296793,0.211551963446152,0.864639520785078
0.864356141029875,0.0626313576259004,0.877781105526367
0.496613192410568,0.0880804911485739,0.138589384087965
0.291471993166528,0.909174671155478,0.518422006156709
0.618214016999471,0.337528922379486,0.0733330400188622
0.673281874367881,0.816112328175307,0.459235905275463
0.94980667896331,0.553565556499789,0.280031476980668
0.145465148651216,0.822038867971647,0.144172823059593
0.0714049958303196,0.124174760330783,0.437358601072707
0.478553167933612,0.921601856950481,0.230792499052789
0.202663017215186,0.0548903539430335,0.616956495801907
0.552099373983375,0.898772972627724,0.0997406268457534
0.915635445328702,0.183520707471135,0.941902595178396
0.876534412486283,0.0683166515612657,0.828503630859953
0.616361907671037,0.525749882391415,0.221767799016019
0.637515277801123,0.362609023078968,0.414907871117312
0.907418163156597,0.683235801174083,0.750598564789514
0.383977623736333,0.193088318856985,0.512555195251359
0.257700597440294,0.634559462090109,0.46375447439261
0.0663398552147415,0.508081601386651,0.606443672511094
0.565190600543666,0.900405151505785,0.543161713695302
0.555013717906283,0.417909394500347,0.601602740737463
0.630995281020417,0.454167976642945,0.736791130717042
0.847818578879876,0.813382303993339,0.30703458148199
0.181590990225069,0.180316285524235,0.240719233965408
0.18039190426737,0.922533319721914,0.614021103318871
0.807207774619622,0.289551174960715,0.182885222334444
0.319593748914893,0.429696150291432,0.33869367971534
0.328921332531757,0.606228112639963,0.128754767069591
0.0702847074091479,0.888169992172941,0.251122146321555
0.789957375031461,0.249979797695251,0.527797430631906
0.75818368675192,0.477572937728877,0.304002585888267
0.356718058237889,0.927395088705043,0.29400647824126
0.0648312668122592,0.422591271854468,0.707440127288119
0.891434071304576,0.941916439253748,0.0712364222698789
0.607096428964067,0.675477175174805,0.497045199714927
0.832897934238373,0.276044367847319,0.812645985363602
0.52459560799177,0.865675629096928,0.646869354560232
0.500050068761551,0.684230558901549,0.239440180895747
0.643292229189953,0.238575542757221,0.788031410203672
0.747091464214265,0.0656560447990096,0.599734850118833
0.415309134339518,0.824449424962625,0.0539167378027182
0.38696815977557,0.874374601840022,0.815257082845427
0.60602910667729,0.529373853495755,0.53442607439417
0.577829720723578,0.571813369911439,0.326704546542965
0.663969883709619,0.0957699086892281,0.130792489129779
0.411919155641269,0.498820139356095,0.17045581620252
0.477796263438562,0.81741451771446,0.888720635645532
0.956195652947457,0.312499785790442,0.18146674256471
0.132165493016928,0.713699231409337,0.926396282021754
0.258365342353236,0.061124288518413,0.480576259100079
0.396319116823929,0.369745132503563,0.731624510378087
0.64436477684832,0.623787822359443,0.134763532567261
0.452335023687613,0.935220140781437,0.626421472862285
0.150345777029852,0.712272511157599,0.704160131922063
0.549445794511057,0.769838823512773,0.448339492352357
0.393840519691079,0.316365335704291,0.0652023606747601
0.414323698393379,0.867768006275349,0.562114029908254
0.28125339574523,0.762226453456586,0.318223912948643
0.336714005100893,0.772512574787628,0.741331310830524
0.939432551035418,0.693599338297188,0.225839899020199
0.700376530104624,0.752851439988729,0.551414308819495
0.239714221268324,0.412328051697285,0.442133125872978
0.265493636005017,0.555654966487836,0.865756868402108
0.486327496877899,0.458404484937464,0.846393254211591
0.660550526964364,0.053172155600695,0.593629265603117
0.711342924093438,0.700294909440293,0.336670657124486
0.79757190977036,0.372546845029514,0.894679731787272
0.742214950264364,0.936449102404158,0.14940217072299
0.707721036807163,0.737554184131853,0.633990099118077
0.221664786469488,0.476828312103704,0.0625241413314411
0.142270845976504,0.119860176325523,0.339141060161716
0.836825165335004,0.954791045094965,0.508670679694857
0.798953336210524,0.615605696159411,0.173479590118806
0.779313836195804,0.539219625743265,0.259299672587386
0.837120896196027,0.889741070196764,0.372037039742969
0.733409914997002,0.169230641528725,0.715590831791026
0.229419140887489,0.60354935334792,0.161108092327715
0.410649489254945,0.548177636121155,0.522355903386145
0.714376989677645,0.782902901339532,0.383514363335908
0.230314898603712,0.277671964779675,0.379728352147037
0.804204122186046,0.679471014940639,0.312793054848666
0.14918798145561,0.388000282136039,0.196981645157836
0.722346637939825,0.176953224718867,0.0598866500580737
0.0610168138417642,0.614891490745226,0.310780003202902
0.927848444666359,0.265805026979289,0.447375416220186
0.680972741066089,0.398829541604394,0.113276034104502
0.538990675742054,0.506530265044024,0.934986538241198
0.167978804741658,0.513916984475854,0.708010633462624
0.53033001240125,0.108806269665645,0.34039902579179
0.697519239798887,0.437621878915082,0.631595878809444
0.441066359274975,0.812866425171312,0.634345831648897
0.724272714580578,0.622074956952033,0.32570977594043
